,date,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,crime_desc,Status,Status Desc,LOCATION,Cross Street,lonlat,rape,lon,lat
142744,2015-05-09,151810424,05/06/2015 12:00:00 AM,1200,18,Southeast,1832,122,"RAPE, ATTEMPTED",IC,Invest Cont,         BROADWAY,   105TH                        ST,"33.9410, -118.2781",1,33.9410, -118.2781
142947,2015-05-08,150409448,05/05/2015 12:00:00 AM,1900,4,Hollenbeck,437,121,"RAPE, FORCIBLE",IC,Invest Cont, 4500    MULTNOMAH                    ST,,"34.0702, -118.1880",1,34.0702, -118.1880
142959,2015-05-06,150409482,05/05/2015 12:00:00 AM,1,4,Hollenbeck,477,121,"RAPE, FORCIBLE",IC,Invest Cont,         7TH                          ST,   ORME,"34.0302, -118.2124",1,34.0302, -118.2124
143420,2015-05-07,151810338,05/05/2015 12:00:00 AM,1600,18,Southeast,1801,121,"RAPE, FORCIBLE",IC,Invest Cont,  500 W  92ND                         ST,,"33.9528, -118.2827",1,33.9528, -118.2827
143534,2015-05-06,150112252,05/04/2015 12:00:00 AM,830,1,Central,146,121,"RAPE, FORCIBLE",IC,Invest Cont,         5TH,   LOS ANGELES                  ST,"34.0454, -118.2466",1,34.0454, -118.2466
144059,2015-05-08,151810366,05/04/2015 12:00:00 AM,1830,18,Southeast,1871,121,"RAPE, FORCIBLE",IC,Invest Cont,14200 S  VERMONT                      AV,,"33.9028, -118.2916",1,33.9028, -118.2916
144391,2015-05-19,150809764,05/03/2015 12:00:00 AM,230,8,West LA,885,121,"RAPE, FORCIBLE",AO,Adult Other,10300    CHEVIOT                      DR,,"34.0374, -118.4082",1,34.0374, -118.4082
144521,2015-05-03,151300590,05/03/2015 12:00:00 AM,230,13,Newton,1344,121,"RAPE, FORCIBLE",AA,Adult Arrest,         42ND                         PL,   AVALON                       BL,"34.0066, -118.2652",1,34.0066, -118.2652
144667,2015-05-03,151810068,05/03/2015 12:00:00 AM,300,18,Southeast,1822,121,"RAPE, FORCIBLE",IC,Invest Cont,         101ST                        ST,   GRAND,"33.9446, -118.2826",1,33.9446, -118.2826
145075,2015-05-04,150809105,05/02/2015 12:00:00 AM,2215,8,West LA,857,121,"RAPE, FORCIBLE",IC,Invest Cont, 1400 S  DOHENY                       DR,,"34.0553, -118.3899",1,34.0553, -118.3899
145194,2015-05-08,151110353,05/02/2015 12:00:00 AM,500,11,Northeast,1185,121,"RAPE, FORCIBLE",IC,Invest Cont, 1300 N  BOYLSTON                     ST,,"34.0751, -118.2454",1,34.0751, -118.2454
145320,2015-05-27,151512158,05/02/2015 12:00:00 AM,2100,15,N Hollywood,1522,121,"RAPE, FORCIBLE",AO,Adult Other,13000    ARCHWOOD                     ST,,"34.1924, -118.4159",1,34.1924, -118.4159
145407,2015-05-03,151810098,05/02/2015 12:00:00 AM,1930,18,Southeast,1801,121,"RAPE, FORCIBLE",IC,Invest Cont,         92ND,   VERMONT,"33.9528, -118.2915",1,33.9528, -118.2915
145669,2015-10-08,150322021,05/01/2015 12:00:00 AM,1200,3,Southwest,395,121,"RAPE, FORCIBLE",IC,Invest Cont, 4100 S  WESTERN                      AV,,"34.0099, -118.3089",1,34.0099, -118.3089
145832,2015-05-01,150808992,05/01/2015 12:00:00 AM,600,8,West LA,848,121,"RAPE, FORCIBLE",IC,Invest Cont,10200 W  PICO                         BL,,"34.0500, -118.4106",1,34.0500, -118.4106
145958,2015-07-01,151011515,05/01/2015 12:00:00 AM,2300,10,West Valley,1021,121,"RAPE, FORCIBLE",IC,Invest Cont,         CORBIN                       AV,   HART,"34.1975, -118.5623",1,34.1975, -118.5623
146202,2015-10-20,151520397,05/01/2015 12:00:00 AM,2300,15,N Hollywood,1548,121,"RAPE, FORCIBLE",IC,Invest Cont,11100    CHANDLER                     BL,,"34.1681, -118.3724",1,34.1681, -118.3724
146482,2015-04-30,150111962,04/30/2015 12:00:00 AM,30,1,Central,139,121,"RAPE, FORCIBLE",IC,Invest Cont,         1ST,   ALAMEDA,"34.0490, -118.2381",1,34.0490, -118.2381
146723,2015-04-30,150900924,04/30/2015 12:00:00 AM,750,9,Van Nuys,933,121,"RAPE, FORCIBLE",AA,Adult Arrest,14600    FRIAR                        ST,,"34.1857, -118.4509",1,34.1857, -118.4509
147094,2015-05-01,152009806,04/30/2015 12:00:00 AM,200,20,Olympic,2015,121,"RAPE, FORCIBLE",IC,Invest Cont,  200 N  CATALINA                     ST,,"34.0745, -118.2954",1,34.0745, -118.2954
147175,2015-05-06,150112309,04/29/2015 12:00:00 AM,1,1,Central,176,121,"RAPE, FORCIBLE",IC,Invest Cont,         7TH                          ST,   SAN PEDRO,"34.0407, -118.2468",1,34.0407, -118.2468
147469,2015-04-30,151109875,04/29/2015 12:00:00 AM,1330,11,Northeast,1118,121,"RAPE, FORCIBLE",AA,Adult Arrest,         AVENUE 57,   FIGUEROA                     ST,"34.1096, -118.1928",1,34.1096, -118.1928
147732,2015-04-29,151910413,04/29/2015 12:00:00 AM,500,19,Mission,1936,121,"RAPE, FORCIBLE",IC,Invest Cont,         LAUREL CANYON,   RINALDI,"34.2799, -118.4546",1,34.2799, -118.4546
147888,2015-05-07,150210942,04/28/2015 12:00:00 AM,200,2,Rampart,236,121,"RAPE, FORCIBLE",AO,Adult Other,  200 N  UNION                        AV,,"34.0656, -118.2652",1,34.0656, -118.2652
148381,2015-04-28,151800829,04/28/2015 12:00:00 AM,2230,18,Southeast,1862,121,"RAPE, FORCIBLE",IC,Invest Cont,11500    POWAY,,"33.9301, -118.2771",1,33.9301, -118.2771
148439,2015-05-05,151910759,04/28/2015 12:00:00 AM,1,19,Mission,1981,121,"RAPE, FORCIBLE",IC,Invest Cont,         ROSCOE,   SEPULVEDA,"34.2214, -118.4677",1,34.2214, -118.4677
149003,2015-10-27,151520627,04/27/2015 12:00:00 AM,2000,15,N Hollywood,1516,121,"RAPE, FORCIBLE",IC,Invest Cont, 6700    TROOST                       AV,,"34.1922, -118.3866",1,34.1922, -118.3866
149167,2015-05-18,152110238,04/27/2015 12:00:00 AM,1900,21,Topanga,2107,121,"RAPE, FORCIBLE",IC,Invest Cont,21300    ROSCOE                       BL,,"34.2198, -118.5951",1,34.2198, -118.5951
149672,2015-04-26,151709578,04/26/2015 12:00:00 AM,2330,17,Devonshire,1776,122,"RAPE, ATTEMPTED",AO,Adult Other, 9800    MONOGRAM                     AV,,"34.2489, -118.4923",1,34.2489, -118.4923
149704,2015-05-01,151810002,04/26/2015 12:00:00 AM,100,18,Southeast,1841,121,"RAPE, FORCIBLE",IC,Invest Cont,         VERMONT,   IMPERIAL,"33.9310, -118.2916",1,33.9310, -118.2916
149903,2015-04-28,150311445,04/25/2015 12:00:00 AM,200,3,Southwest,325,121,"RAPE, FORCIBLE",AO,Adult Other, 2600    ELLENDALE                    PL,,"34.0328, -118.2888",1,34.0328, -118.2888
149999,2015-04-25,150708961,04/25/2015 12:00:00 AM,200,7,Wilshire,721,121,"RAPE, FORCIBLE",IC,Invest Cont, 8500    BURTON                       WY,,"34.0711, -118.3764",1,34.0711, -118.3764
150082,2015-04-27,150909701,04/25/2015 12:00:00 AM,1030,9,Van Nuys,932,122,"RAPE, ATTEMPTED",JA,Juv Arrest,14700    ERWIN                        ST,,"34.1836, -118.4531",1,34.1836, -118.4531
150460,2015-04-25,152109254,04/25/2015 12:00:00 AM,1130,21,Topanga,2187,121,"RAPE, FORCIBLE",AO,Adult Other,21700    VENTURA                      BL,,"34.1683, -118.6007",1,34.1683, -118.6007
150478,2015-05-20,152110331,04/25/2015 12:00:00 AM,1900,21,Topanga,2137,121,"RAPE, FORCIBLE",AO,Adult Other, 7200    KELVIN                       AV,,"34.2011, -118.5863",1,34.2011, -118.5863
150503,2015-04-27,150111691,04/24/2015 12:00:00 AM,2000,1,Central,119,121,"RAPE, FORCIBLE",IC,Invest Cont,  800 N  ALAMEDA                      ST,,"34.0563, -118.2374",1,34.0563, -118.2374
151318,2015-04-28,150611593,04/23/2015 12:00:00 AM,100,6,Hollywood,649,121,"RAPE, FORCIBLE",IC,Invest Cont, 1600 N  NORMANDIE                    AV,,"34.1004, -118.3005",1,34.1004, -118.3005
151344,2015-04-30,151310665,04/23/2015 12:00:00 AM,700,13,Newton,1307,121,"RAPE, FORCIBLE",IC,Invest Cont,         GLADYS,   AGATHA,"34.0374, -118.2450",1,34.0374, -118.2450
151397,2015-04-23,150909465,04/23/2015 12:00:00 AM,700,9,Van Nuys,931,121,"RAPE, FORCIBLE",AO,Adult Other, 6300    PEACH                        AV,,"34.1848, -118.4675",1,34.1848, -118.4675
151450,2015-04-24,151008657,04/23/2015 12:00:00 AM,1300,10,West Valley,1008,121,"RAPE, FORCIBLE",AO,Adult Other,16700    SHERMAN                      WY,,"34.2012, -118.4970",1,34.2012, -118.4970
151964,2015-05-03,150611929,04/22/2015 12:00:00 AM,2300,6,Hollywood,622,121,"RAPE, FORCIBLE",IC,Invest Cont, 2400    NICHOLS CANYON               RD,,"34.1163, -118.3611",1,34.1163, -118.3611
152130,2015-04-29,151109871,04/22/2015 12:00:00 AM,600,11,Northeast,1171,121,"RAPE, FORCIBLE",AA,Adult Arrest, 1100    HYPERION                     AV,,"34.0917, -118.2796",1,34.0917, -118.2796
152218,2015-04-22,151412915,04/22/2015 12:00:00 AM,200,14,Pacific,1406,121,"RAPE, FORCIBLE",AO,Adult Other,10400    NATIONAL                     BL,,"34.0292, -118.4107",1,34.0292, -118.4107
152449,2015-05-04,152010021,04/22/2015 12:00:00 AM,1700,20,Olympic,2038,121,"RAPE, FORCIBLE",IC,Invest Cont, 3000    LEEWARD                      AV,,"34.0587, -118.2891",1,34.0587, -118.2891
152556,2015-05-21,150312897,04/21/2015 12:00:00 AM,200,3,Southwest,395,121,"RAPE, FORCIBLE",IC,Invest Cont, 1500 W  MARTIN LUTHER KING JR        BL,,"34.0109, -118.3051",1,34.0109, -118.3051
153259,2015-04-21,150508924,04/20/2015 12:00:00 AM,1400,5,Harbor,531,121,"RAPE, FORCIBLE",IC,Invest Cont,         PRESIDENT,   ANAHEIM,"33.7860, -118.3043",1,33.7860, -118.3043
153270,2015-04-20,150611056,04/20/2015 12:00:00 AM,130,6,Hollywood,625,122,"RAPE, ATTEMPTED",IC,Invest Cont,         HIGHLAND                     AV,   MILNER,"34.1083, -118.3371",1,34.1083, -118.3371
153512,2015-04-22,151211590,04/20/2015 12:00:00 AM,100,12,77th Street,1213,121,"RAPE, FORCIBLE",IC,Invest Cont, 5500 S  WESTERN                      AV,,"33.9924, -118.3089",1,33.9924, -118.3089
153614,2015-04-26,151510490,04/20/2015 12:00:00 AM,1700,15,N Hollywood,1521,122,"RAPE, ATTEMPTED",AO,Adult Other,         VANOWEN                      ST,   ETHEL                        AV,"34.1940, -118.4181",1,34.1940, -118.4181
154006,2015-04-20,150808482,04/19/2015 12:00:00 AM,2230,8,West LA,815,121,"RAPE, FORCIBLE",IC,Invest Cont,  300 S  THURSTON                     AV,,"34.0704, -118.4630",1,34.0704, -118.4630
154155,2015-04-20,151300573,04/19/2015 12:00:00 AM,1830,13,Newton,1345,121,"RAPE, FORCIBLE",IC,Invest Cont,         HOOPER                       AV,   MARTIN LUTHER KING JR        BL,"34.0112, -118.2521",1,34.0112, -118.2521
154409,2015-04-20,152009327,04/19/2015 12:00:00 AM,330,20,Olympic,2017,121,"RAPE, FORCIBLE",IC,Invest Cont,  100 S  BERENDO                      ST,,"34.0727, -118.2942",1,34.0727, -118.2942
154431,2015-04-19,152108999,04/19/2015 12:00:00 AM,210,21,Topanga,2128,121,"RAPE, FORCIBLE",AO,Adult Other,20200    SATICOY                      ST,,"34.2083, -118.5732",1,34.2083, -118.5732
154497,2015-04-19,150200697,04/18/2015 12:00:00 AM,530,2,Rampart,241,122,"RAPE, ATTEMPTED",IC,Invest Cont,  300 S  RENO                         ST,,"34.0682, -118.2833",1,34.0682, -118.2833
154575,2015-04-18,150408766,04/18/2015 12:00:00 AM,315,4,Hollenbeck,453,122,"RAPE, ATTEMPTED",AA,Adult Arrest,         PENNSYLVANIA,   BAILEY,"34.0475, -118.2168",1,34.0475, -118.2168
155081,2015-04-20,151909790,04/18/2015 12:00:00 AM,2345,19,Mission,1959,121,"RAPE, FORCIBLE",AO,Adult Other,14000    VAN NUYS                     BL,,"34.2546, -118.4379",1,34.2546, -118.4379
155122,2015-04-20,152100570,04/18/2015 12:00:00 AM,1200,21,Topanga,2125,121,"RAPE, FORCIBLE",AO,Adult Other, 7700    JORDAN                       AV,,"34.2104, -118.6029",1,34.2104, -118.6029
155332,2015-04-18,150708613,04/17/2015 12:00:00 AM,1415,7,Wilshire,702,121,"RAPE, FORCIBLE",AO,Adult Other, 7800    MELROSE                      AV,,"34.0838, -118.3595",1,34.0838, -118.3595
155487,2015-04-20,151200721,04/17/2015 12:00:00 AM,100,12,77th Street,1258,121,"RAPE, FORCIBLE",IC,Invest Cont,  100 E  76TH                         ST,,"33.9713, -118.2739",1,33.9713, -118.2739
155531,2015-04-17,151300565,04/17/2015 12:00:00 AM,1010,13,Newton,1395,121,"RAPE, FORCIBLE",AA,Adult Arrest,  400 E  69TH                         ST,,"33.9770, -118.2681",1,33.9770, -118.2681
155854,2015-04-19,152109002,04/17/2015 12:00:00 AM,2300,21,Topanga,2105,121,"RAPE, FORCIBLE",IC,Invest Cont,         WOODLAND HILLS,   WOODLAND HILLS,"0.0000, 0.0000",1,0.0000, 0.0000
155970,2015-04-17,150400673,04/16/2015 12:00:00 AM,1100,4,Hollenbeck,442,121,"RAPE, FORCIBLE",AO,Adult Other, 1600    POMEROY                      AV,,"34.0578, -118.2138",1,34.0578, -118.2138
156025,2015-04-18,150600771,04/16/2015 12:00:00 AM,2100,6,Hollywood,677,121,"RAPE, FORCIBLE",IC,Invest Cont, 5100    MELROSE                      AV,,"34.0835, -118.3114",1,34.0835, -118.3114
156394,2015-04-16,151708987,04/16/2015 12:00:00 AM,300,17,Devonshire,1779,121,"RAPE, FORCIBLE",IC,Invest Cont,         NORDHOFF                     ST,   SANTA MONICA                 FY,"0.0000, 0.0000",1,0.0000, 0.0000
156580,2015-04-15,150110899,04/15/2015 12:00:00 AM,300,1,Central,185,121,"RAPE, FORCIBLE",IC,Invest Cont,         9TH,   BROADWAY,"34.0423, -118.2561",1,34.0423, -118.2561
157204,2015-04-15,151809166,04/15/2015 12:00:00 AM,1230,18,Southeast,1821,121,"RAPE, FORCIBLE",IC,Invest Cont,10100 S  VERMONT                      AV,,"33.9446, -118.2916",1,33.9446, -118.2916
157261,2015-04-17,151913462,04/15/2015 12:00:00 AM,1600,19,Mission,1985,121,"RAPE, FORCIBLE",AO,Adult Other, 8800    TYRONE                       AV,,"34.2295, -118.4480",1,34.2295, -118.4480
157302,2015-06-22,152012190,04/15/2015 12:00:00 AM,1,20,Olympic,2024,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 S  NORMANDIE                    AV,,"34.0636, -118.3004",1,34.0636, -118.3004
157920,2015-04-15,151900760,04/14/2015 12:00:00 AM,2330,19,Mission,1944,121,"RAPE, FORCIBLE",IC,Invest Cont,11100    LAUREL CANYON                BL,,"34.2717, -118.4459",1,34.2717, -118.4459
158060,2015-04-22,150210014,04/13/2015 12:00:00 AM,600,2,Rampart,265,121,"RAPE, FORCIBLE",IC,Invest Cont,  800 S  WESTLAKE                     AV,,"34.0544, -118.2767",1,34.0544, -118.2767
158685,2015-11-30,152019774,04/13/2015 12:00:00 AM,830,20,Olympic,2039,121,"RAPE, FORCIBLE",IC,Invest Cont, 2900    LEEWARD                      AV,,"34.0587, -118.2869",1,34.0587, -118.2869
159129,2015-04-14,151509890,04/12/2015 12:00:00 AM,1800,15,N Hollywood,1512,121,"RAPE, FORCIBLE",IC,Invest Cont, 7300    COLDWATER CANYON             AV,,"34.2030, -118.4138",1,34.2030, -118.4138
159269,2015-05-03,151910670,04/12/2015 12:00:00 AM,1,19,Mission,1983,121,"RAPE, FORCIBLE",IC,Invest Cont,         SEPULVEDA                    BL,   PARTHENIA                    ST,"34.2283, -118.4677",1,34.2283, -118.4677
159272,2015-04-13,152000573,04/12/2015 12:00:00 AM,2000,20,Olympic,2017,121,"RAPE, FORCIBLE",IC,Invest Cont,  100 S  CATALINA                     ST,                                AV,"0.0000, 0.0000",1,0.0000, 0.0000
159433,2015-04-11,150500766,04/11/2015 12:00:00 AM,500,5,Harbor,564,121,"RAPE, FORCIBLE",AO,Adult Other,  500 S  CENTRE                       ST,,"33.7397, -118.2835",1,33.7397, -118.2835
159516,2015-04-29,150709134,04/11/2015 12:00:00 AM,1300,7,Wilshire,775,121,"RAPE, FORCIBLE",IC,Invest Cont, 4800    MASCOT                       ST,,"34.0409, -118.3434",1,34.0409, -118.3434
159898,2015-04-15,151909514,04/11/2015 12:00:00 AM,1,19,Mission,1921,121,"RAPE, FORCIBLE",AO,Adult Other,12700    ENCINITAS                    AV,,"34.3005, -118.4744",1,34.3005, -118.4744
160108,2015-04-10,150508422,04/10/2015 12:00:00 AM,1915,5,Harbor,514,122,"RAPE, ATTEMPTED",AO,Adult Other, 1100 W  PACIFIC COAST                HY,,"33.7904, -118.2764",1,33.7904, -118.2764
160125,2015-04-14,150508600,04/10/2015 12:00:00 AM,2000,5,Harbor,587,121,"RAPE, FORCIBLE",AO,Adult Other,  700 S  PASEO DEL MAR,,"33.7062, -118.2917",1,33.7062, -118.2917
160135,2015-04-10,150610471,04/10/2015 12:00:00 AM,2000,6,Hollywood,646,121,"RAPE, FORCIBLE",IC,Invest Cont,         LAS PALMAS,   SUNSET,"34.0980, -118.3363",1,34.0980, -118.3363
160265,2015-06-05,150911710,04/10/2015 12:00:00 AM,1230,9,Van Nuys,916,121,"RAPE, FORCIBLE",IC,Invest Cont,13700    VANOWEN                      ST,,"34.1940, -118.4312",1,34.1940, -118.4312
161217,2015-04-11,151808930,04/09/2015 12:00:00 AM,2300,18,Southeast,1841,121,"RAPE, FORCIBLE",IC,Invest Cont,         104TH                        ST,   FIGUEROA                     ST,"33.9424, -118.2826",1,33.9424, -118.2826
161750,2015-04-14,151412124,04/08/2015 12:00:00 AM,1,14,Pacific,1407,121,"RAPE, FORCIBLE",IC,Invest Cont, 3300 S  VINTON                       AV,,"34.0292, -118.4091",1,34.0292, -118.4091
162057,2015-04-28,150409375,04/07/2015 12:00:00 AM,1200,4,Hollenbeck,455,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 N  SOTO                         ST,,"34.0497, -118.2060",1,34.0497, -118.2060
162070,2015-04-07,150508297,04/07/2015 12:00:00 AM,2100,5,Harbor,585,121,"RAPE, FORCIBLE",AO,Adult Other, 2300 S  ALMA                         ST,,"33.7234, -118.2990",1,33.7234, -118.2990
162480,2015-04-10,151808907,04/07/2015 12:00:00 AM,1600,18,Southeast,1821,121,"RAPE, FORCIBLE",IC,Invest Cont,         99TH                         ST,   FIGUEROA                     ST,"33.9464, -118.2826",1,33.9464, -118.2826
162613,2015-04-06,150110297,04/06/2015 12:00:00 AM,200,1,Central,156,121,"RAPE, FORCIBLE",IC,Invest Cont,         6TH                          ST,   SAN PEDRO,"34.0423, -118.2452",1,34.0423, -118.2452
162784,2015-04-06,150708126,04/06/2015 12:00:00 AM,300,7,Wilshire,765,121,"RAPE, FORCIBLE",IC,Invest Cont,         PICO                         BL,   RIMPAU,"34.0488, -118.3370",1,34.0488, -118.3370
163234,2015-04-05,150110233,04/05/2015 12:00:00 AM,1,1,Central,119,121,"RAPE, FORCIBLE",IC,Invest Cont,         RAMIREZ,   VIGNES,"34.0552, -118.2322",1,34.0552, -118.2322
163468,2015-05-24,150911033,04/05/2015 12:00:00 AM,1,9,Van Nuys,964,121,"RAPE, FORCIBLE",AO,Adult Other, 4800    HAZELTINE                    AV,,"34.1576, -118.4400",1,34.1576, -118.4400
163662,2015-04-06,151600717,04/05/2015 12:00:00 AM,250,16,Foothill,1612,121,"RAPE, FORCIBLE",JA,Juv Arrest,11100    DE HAVEN                     AV,,"34.2743, -118.4138",1,34.2743, -118.4138
163768,2015-04-08,151909210,04/05/2015 12:00:00 AM,2200,19,Mission,1974,121,"RAPE, FORCIBLE",AO,Adult Other, 9000    CEDROS                       AV,,"34.2337, -118.4536",1,34.2337, -118.4536
163771,2015-04-05,152000566,04/05/2015 12:00:00 AM,340,20,Olympic,2004,121,"RAPE, FORCIBLE",AO,Adult Other, 4700    CLINTON                      ST,,"34.0817, -118.3046",1,34.0817, -118.3046
163990,2015-06-05,150510813,04/04/2015 12:00:00 AM,1600,5,Harbor,529,121,"RAPE, FORCIBLE",AO,Adult Other,         UNKNOWN,   WILMINGTON,"0.0000, 0.0000",1,0.0000, 0.0000
164374,2015-08-12,151815589,04/04/2015 12:00:00 AM,100,18,Southeast,1863,121,"RAPE, FORCIBLE",AO,Adult Other,  300 E  115TH                        ST,,"33.9301, -118.2695",1,33.9301, -118.2695
164580,2015-05-09,150312199,04/03/2015 12:00:00 AM,1100,3,Southwest,398,121,"RAPE, FORCIBLE",IC,Invest Cont,  600 W  41ST                         DR,,"34.0088, -118.2842",1,34.0088, -118.2842
164722,2015-04-05,150800847,04/03/2015 12:00:00 AM,2100,8,West LA,834,121,"RAPE, FORCIBLE",AA,Adult Arrest,10600    WILSHIRE                     BL,,"34.0616, -118.4337",1,34.0616, -118.4337
164908,2015-07-30,151218846,04/03/2015 12:00:00 AM,1800,12,77th Street,1243,121,"RAPE, FORCIBLE",IC,Invest Cont,         WESTERN,   FLORENCE,"33.9746, -118.3090",1,33.9746, -118.3090
165310,2015-04-13,150310422,04/02/2015 12:00:00 AM,300,3,Southwest,327,121,"RAPE, FORCIBLE",IC,Invest Cont,      W  ADAMS                        BL,S  WESTERN                      AV,"34.0327, -118.3090",1,34.0327, -118.3090
165424,2015-06-05,150710702,04/02/2015 12:00:00 AM,2000,7,Wilshire,752,121,"RAPE, FORCIBLE",IC,Invest Cont, 1100 S  LA CIENEGA                   BL,,"34.0571, -118.3762",1,34.0571, -118.3762
165509,2015-04-04,151007837,04/02/2015 12:00:00 AM,1730,10,West Valley,1047,121,"RAPE, FORCIBLE",IC,Invest Cont,         WOODLEY                      AV,   VICTORY                      BL,"34.1867, -118.4837",1,34.1867, -118.4837
165543,2015-04-04,151108634,04/02/2015 12:00:00 AM,330,11,Northeast,1125,121,"RAPE, FORCIBLE",IC,Invest Cont, 4900    BUCHANAN                     ST,,"34.1201, -118.2095",1,34.1201, -118.2095
165583,2015-04-04,151210474,04/02/2015 12:00:00 AM,100,12,77th Street,1205,121,"RAPE, FORCIBLE",IC,Invest Cont, 1100 W  52ND                         ST,,"33.9951, -118.2937",1,33.9951, -118.2937
166056,2015-04-02,150609857,04/01/2015 12:00:00 AM,1945,6,Hollywood,663,122,"RAPE, ATTEMPTED",AO,Adult Other, 6700    LEXINGTON                    AV,,"34.0926, -118.3363",1,34.0926, -118.3363
166700,2015-03-31,150100783,03/31/2015 12:00:00 AM,300,1,Central,129,121,"RAPE, FORCIBLE",IC,Invest Cont,         COMMERCIAL,   HEWITT,"34.0532, -118.2355",1,34.0532, -118.2355
